,0
0,13.068973210246885
1,24.55104530032503
2,34.37228301891744
3,42.17237518429014
4,48.0389629013792
5,52.33387198762623
6,55.44974801383546
7,57.50975830806336
8,59.11044574440379
9,60.27745224526155
10,60.92563487381771
11,60.67671162005717
12,59.83014005398896
13,58.67415328998226
14,57.420804078055895
15,56.43568528678779
16,55.30933753457903
17,53.732609956233276
18,51.80382116344745
19,49.96465384557989
20,48.2951770113033
21,47.085069401538604
22,46.58677749384154
23,46.640535849582335
24,47.47700669609662
25,49.01634581828322
26,51.55217955663934
27,54.6860277661528
28,58.440592124773225
29,62.38553691997879
30,66.25310693959239
31,69.25072529823936
32,71.00898655547854
33,71.43193016228736
34,71.24980549484106
35,71.54381872214987
36,72.81887457028978
37,74.95661058082847
38,77.28889529418306
39,79.46625511405638
40,81.72031544970852
41,84.60866714861392
42,88.65132067881703
43,94.73532161485959
44,103.03936170750113
45,112.02009726263293
46,120.27899379224257
47,126.60364307635132
48,129.66063328388447
49,129.57926666496226
50,126.77327113367552
51,121.97526527533145
52,115.9645268214965
53,109.69956916651203
54,104.19121668409784
55,100.1546039352304
56,97.45047901403674
57,95.09789033259825
58,93.71351319969727
59,93.12342339409373
60,92.96280051216549
61,93.05196792248358
62,93.28541054479294
63,93.73549129894666
64,94.30918590068934
65,95.03580549930348
66,96.08495478760334
67,97.46125023215069
68,99.48434404981855
69,102.440352433628
70,106.1483218745254
71,110.59943500024698
72,115.34778002795466
73,120.22432400494246
74,125.0369885195941
75,129.5298844509124
76,133.39478213460183
77,136.42831378642387
78,138.50757000345453
79,139.79144515151194
80,140.66869248119286
81,141.03885199180456
82,140.8335171895456
83,140.1717356990966
84,139.3066361479271
85,138.30810046939288
86,137.16171537380893
87,135.9643533103171
88,134.5774168275235
89,132.8096702961964
90,130.77629236172442
91,128.8854055500471
92,127.47647360267328
93,126.77309618445983
94,126.88376896312622
95,127.74475353070595
96,128.95172105470664
97,130.38524353572205
98,131.6982716499767
99,132.91877929643914
100,134.1121501944741
101,135.2537946105382
102,136.2907259517695
103,137.51164371427188
104,139.2690133781908
105,141.61124369409083
106,144.60503126053953
107,148.13589216511195
108,152.2247927708704
109,156.64505765735447
110,161.42781834588078
111,166.42824158458868
112,171.38979843329767
113,175.96594038781967
114,179.94718388825382
115,183.38180515981043
116,185.9451503526784
117,187.61754474573604
118,188.48529120988962
119,188.64313744948737
120,188.29082844138352
121,187.49068340939868
122,186.2796827104855
123,184.80410274328565
124,183.1503599543427
125,181.19437784007866
126,179.24960569723558
127,177.7418364357114
128,177.03066568068184
129,176.75900768277342
130,177.16679898440813
131,178.2462560219819
132,179.66527105838895
133,181.24951212419802
134,182.5611817481439
135,183.37769872831416
136,183.69324203360986
137,183.66972618629532
138,183.37080216700042
139,182.6511886967052
140,181.64732643836513
141,180.09175024050177
142,177.9808908326867
143,175.00781486899763
144,171.39211437121722
145,167.45060396618214
146,163.1921544607684
147,158.79600276912785
148,154.32366748647613
149,150.37834272910126
150,147.30298759980644
151,145.3680743137586
152,144.5813706986367
153,144.54588617862117
154,145.19806824447102
155,146.60777494390635
156,148.66689632553823
157,151.51145020931654
158,155.23039209983142
159,158.68807427760152
160,160.436909603262
161,159.8833927673119
162,156.65244229003818
163,150.3442155379413
164,141.5066956696718
165,130.64367931338984
166,119.13058014961467
167,107.82966760579772
168,98.665185972254
169,91.99415681053979
170,87.20277957608879
171,83.03428138211642
172,80.26990632569986
173,78.44750775814478
174,77.45627013926216
175,77.47233776637448
176,78.41597623859002
177,79.93698814374783
178,81.94993233312896
179,84.32146993685681
180,87.17939083919092
181,90.39585045609593
182,94.06111568577903
183,97.82347154722387
184,101.34750438198125
185,104.75278987644694
186,108.234279133407
187,111.8940544020094
188,115.73254586556914
189,119.64599530152054
190,123.5117857559379
191,127.02132514135563
192,129.98828852061573
193,132.59241282911174
194,134.8495435267442
195,136.7006186403696
196,138.16950937743596
197,139.01414678764044
198,138.6057696174136
199,136.99187341014743
200,134.31084955782075
201,131.16181947408884
202,127.97893103597686
203,125.66503583681617
204,124.52826784278506
205,124.56903256004854
206,125.40097807749883
207,126.46062095404903
208,127.75427731106015
209,128.81754081255116
210,129.3732856770817
211,129.70738546174547
212,130.20252913214463
213,131.07825374790932
214,132.182470565169
215,133.28959104706072
216,134.19316093087912
217,135.17969490795736
218,136.68457234882464
219,139.25926172692056
220,142.95834669297807
221,147.69469586505488
222,153.21420079803295
223,159.1369345203364
224,165.10442330277277
225,170.63863801605953
226,175.4909779762563
227,179.59923943106253
228,183.17342689674396
229,185.96274476463375
230,187.91375633360647
231,188.96645273797924
232,189.03997699546827
233,188.30171767327036
234,186.79516274124677
235,184.81397524606615
236,182.52130037434543
237,179.9592523570555
238,177.11969781871917
239,173.87497382024813
240,170.05184382869336
241,165.65166543407847
242,160.9316792556404
243,155.7536038866316
244,149.97699703913923
245,143.68406269984607
246,136.9799564596554
247,130.007305740902
248,122.97351499158471
249,116.04650692044768
250,109.34866390185614
251,102.92342707554897
252,96.91640800630833
253,91.3584053578438
254,86.37909188470312
255,81.95438174136177
256,78.18768141769506
257,75.17028814298689
258,72.72913980142701
259,70.91406775098396
260,69.50242253400987
261,68.389588982767
262,67.54698356655216
263,66.81122943120138
264,66.08080308527794
265,65.31994689874594
266,64.43170631293337
267,63.27930548507313
268,61.91615427591078
269,60.50030333347382
270,59.165434732206904
271,57.91927218540194
272,56.98664181305137
273,56.31579640880222
274,56.3010947950438
275,57.51335641034306
276,60.495643106942495
277,65.29176537455675
278,71.66076549553328
279,79.18566111712292
280,87.22034574119778
281,95.01943627274585
282,102.00322319393175
283,108.05379838311242
284,113.21945418865035
285,117.71357473946834
286,121.22645752119882
287,123.77021824150813
288,124.97096708402113
289,124.71946460004997
290,123.80301328829994
291,122.84948316076459
292,122.40143136768941
293,122.89999133408521
294,124.66588062847381
295,127.38230488977725
296,130.7192915484659
297,134.74743993348685
298,139.18921305779648
299,143.76527858809925
300,148.69266877935632
301,153.6915883278819
302,158.357182514391
303,162.7165115058442
304,166.61639461491905
305,169.8481472829005
306,172.81995801547077
307,175.68798212710163
308,177.83183197663186
309,178.89421039854787
310,179.23515291370114
311,179.08098437901288
312,179.05549391867294
313,179.413659521871
314,179.7789738457321
315,180.15173941149274
316,180.56990160318594
317,181.17866487309817
318,181.89333785971783
319,182.64956593951953
320,183.11713504723045
321,183.2967891618995
322,182.90267208259138
323,181.90819218664507
324,180.95604547888217
325,179.8391669156237
326,178.74063063391648
327,177.46901937136974
328,175.75431304059816
329,173.31259902177345
330,170.41332631850844
331,167.61790673198007
332,165.36551999558168
333,163.77891174179192
334,162.78777395401625
335,162.29348419271508
336,162.32658898444936
337,162.53637960494888
338,162.63354048129375
339,162.3870591928598
340,161.76600151431168
341,160.86818218743107
342,160.08707937304493
343,158.84400781374424
344,157.3968411616039
345,155.6557599945387
346,153.74659415755642
347,151.84713420144627
348,150.00434407881028
349,148.2422815308405
350,146.75661184135294
351,145.40810753319545
352,143.77930075844972
353,141.77622485771158
354,139.54970571881245
355,137.12510124561513
356,134.53164115269402
357,131.7929183474336
358,129.14302325062602
359,126.71484666137596
360,124.60331900875701
361,122.37562612407973
362,120.06710171492362
363,117.61875457032312
364,115.20081400040911
365,112.85450624687195
366,110.6881620266323
367,108.78747122133345
368,107.21538651882307
369,105.41363365634813
370,102.76784522090551
371,99.16784229835558
372,94.54043090035422
373,89.28500994101472
374,83.63956890791106
375,78.39625598411861
376,73.87550547756393
377,70.01408636115282
378,66.59029817103537
379,63.29319535549152
380,59.69941003791172
381,55.68554038313371
382,51.51098718205093
383,47.91497643878157
384,45.13093510233896
385,42.90255621339732
386,40.8971633694426
387,39.09393060477576
388,38.52714618373866
389,40.0923585140015
390,44.37999367210665
391,51.69400513691804
392,62.03195798518536
393,74.66876906116245
394,88.7330243917616
395,102.69131050789925
396,115.48271783029321
397,126.46645677490346
398,136.14220807424877
399,144.56011170467917
400,151.98266035662516
401,158.64473191178786
402,164.560459611921
403,170.0010233241602
404,174.93087414287794
405,179.5023892717124
406,183.64522698262456
407,187.32449229706728
408,190.27172265592998
409,192.35271954859664
410,193.36919290139505
411,193.1958492402469
412,192.00013191199446
413,189.98581325071945
414,187.38115629326253
415,184.41809333012583
416,181.0868007157578
417,177.23812077389414
418,172.9003778531577
419,168.20716204591875
420,163.10706628179796
421,157.65138540371962
422,151.98640590714487
423,146.29137655581172
424,140.58041445185532
425,135.2367459185937
426,130.4003289936993
427,126.24700650933983
428,122.59590205639935
429,119.4061730822015
430,116.48881541852319
431,113.79087108213314
432,111.22708245763998
433,108.89840013869156
434,106.67007782686564
435,104.64342406546277
436,102.63800033200428
437,100.67654933213021
438,98.47041950526427
439,96.11316500866347
440,93.71791682071596
441,91.41243557951118
442,89.34074133858942
443,87.65763848426916
444,86.47698644900993
445,86.01105291099971
446,86.85521002211038
447,89.31169823209929
448,93.3505366993011
449,98.72185222575192
450,104.98045404545977
451,111.52474525665428
452,117.74828940403916
453,122.8858644482147
454,126.15010832645778
455,127.65388185847745
456,128.96216483133455
457,129.0078837013411
458,128.03864164631983
459,126.60434010795912
460,125.12668319220084
461,123.55985296461046
462,121.8133383862195
463,120.0491957546671
464,118.430548449603
465,117.04035531043178
466,115.6367951694144
467,114.04621039799173
468,112.55396272160213
469,111.04033722026381
470,109.35829825429042
471,107.37010771951597
472,105.67700105636523
473,104.71227663091291
474,104.8190511189693
475,106.31192024333879
476,109.09757931218181
477,112.4326980678748
478,116.35374483117809
479,120.60068153799754
480,125.39956900396972
481,130.55576716300655
482,136.0026365154463
483,141.35289865692454
484,146.40011116586933
485,150.8388760507992
486,154.39711327422916
487,156.33353582588944
488,156.78053501383755
489,155.95519336086932
490,154.1058249381934
491,151.05838067993804
492,146.58789776348104
493,140.74578549048712
494,134.12622828775832
495,127.2728465792403
496,120.73041226668013
497,114.8737634649157
498,110.30809612506638
499,107.29461391864226
500,105.59735836446939
501,104.8554016108739
502,105.04511251160342
503,106.23432660279272
504,108.86368537734613
505,113.04836732975151
506,118.54682403147022
507,124.90707749572216
508,131.39786507193043
509,137.3401115916422
510,142.12612453520754
511,145.59447001221042
512,148.52703496993408
513,151.07836648315367
514,153.35186616916866
515,155.11293096821797
516,156.55866965056256
517,157.26080544519627
518,156.90324826093644
519,155.4957742529721
520,153.25573353279165
521,150.54650098144185
522,147.89800056515003
523,146.4327641610092
524,146.42037356440503
525,148.0637918541691
526,150.4785486331521
527,153.09282099320032
528,155.2861286808423
529,156.95370653291621
530,158.19614982964475
531,159.43089248884525
532,160.67177242387118
533,161.85165875407492
534,162.69623070416006
535,162.98529141360308
536,161.98029801482414
537,159.4933254308647
538,155.91799590889076
539,151.75330982316987
540,147.58999775207775
541,143.8565641977454
542,140.72935504318968
543,138.36829516528059
544,136.7014634283866
545,135.76358199330735
546,135.42907301938934
547,135.53731489452508
548,136.12953158949796
549,137.3955644227981
550,138.87587175377627
551,140.08514456926812
552,140.616619046417
553,140.49645364091356
554,139.72916195289395
555,138.9767342139731
556,138.72183850890897
557,138.98240970891
558,139.31422562832591
559,139.05818552959013
560,137.49321662068922
561,133.91242845986227
562,128.30068802509325
563,120.90423817129032
564,112.26916821520115
565,103.36620203092029
566,95.14567377991152
567,88.29293270619132
568,82.9676450638618
569,78.98810113489637
570,75.52589791669644
571,73.31442707471864
572,72.04581374396875
573,71.52922688560798
574,71.17917894794311
575,70.9817874749021
576,70.55518103424698
577,69.85171045377963
578,69.05607633023925
579,68.39688925007682
580,68.11981807215977
581,68.18205350652114
582,68.3651714659684
