,0
0,401.745365136525
1,743.4860244534026
2,1034.1684590450204
3,1282.0291291684052
4,1494.05597051982
5,1676.4040289125485
6,1833.0736771044953
7,1971.2586155579631
8,2090.9855428409433
9,2193.9737540623846
10,2282.9298723932384
11,2359.562176181166
12,2424.9724590218198
13,2481.468202101123
14,2528.2100324692447
15,2566.3588269040797
16,2597.02046468427
17,2619.0152547397306
18,2632.743265186882
19,2637.8157328712623
20,2636.969047762217
21,2632.4578233092134
22,2626.2414814827703
23,2618.942284488822
24,2609.936084865604
25,2598.6712139208403
26,2585.4466142234573
27,2570.789715895121
28,2556.8088475777954
29,2543.6139582746473
30,2531.105915494728
31,2521.004191233821
32,2513.1856360141564
33,2508.4878678110895
34,2505.0510395181645
35,2502.791039942038
36,2504.7625486648776
37,2508.8817507520776
38,2515.26739073597
39,2523.560140843041
40,2537.966962322848
41,2552.88529930246
42,2568.8222731704245
43,2585.3233749522797
44,2602.756849151753
45,2622.9140445915823
46,2643.2896331231655
47,2666.4261396621046
48,2692.651917262538
49,2721.4259481855856
50,2750.874477260977
51,2780.9643521185462
52,2813.6651938772375
53,2845.430290928696
54,2875.462221473888
55,2903.8574674208444
56,2928.7482749643477
57,2950.4032775271958
58,2966.00195646491
59,2974.197044407825
60,2975.4864342329092
61,2969.4350048308797
62,2958.1899822939913
63,2941.0276145237594
64,2916.743226041532
65,2890.1887624672227
66,2862.4528758781557
67,2834.80437933612
68,2807.8019160377203
69,2781.7690513553216
70,2755.798618560149
71,2731.4274777076052
72,2709.1468955172286
73,2690.2267086771785
74,2676.009858982412
75,2664.2013621936585
76,2655.7914923671597
77,2653.204876450056
78,2650.748857176302
79,2651.2849005253083
80,2654.407316506166
81,2660.3915863119137
82,2666.8535575425344
83,2673.9237664167617
84,2682.777626676068
85,2693.000660800666
86,2702.4840418584913
87,2710.477331638711
88,2719.7227658398024
89,2724.9931987872287
90,2727.754092795566
91,2729.735547628902
92,2730.514937141013
93,2732.0236832780847
94,2733.7834709237704
95,2736.140782760224
96,2739.933760507324
97,2743.1850088516076
98,2747.517590859429
99,2753.657665246738
100,2758.542118391366
101,2762.5699338788186
102,2766.489278496802
103,2767.837395360371
104,2768.588200021669
105,2768.3485965668656
106,2767.0408376426108
107,2764.9833178393415
108,2762.994074724611
109,2761.2096441230924
110,2763.2661270982617
111,2769.2948855301656
112,2779.7085602788907
113,2795.6156317782415
114,2809.4547839826764
115,2828.8070348702377
116,2853.642844146585
117,2884.487741918946
118,2920.547107409942
119,2961.002411771552
120,3006.323996945619
121,3055.414560253014
122,3105.3841693086624
123,3155.5229139966978
124,3205.720179965538
125,3255.1295933461433
126,3304.58609420309
127,3353.647257185294
128,3403.0396747728623
129,3449.5617754879463
130,3492.3901556908795
131,3534.0876191744896
132,3574.72189604194
133,3613.7972860965747
134,3651.6677410454827
135,3690.300992289142
136,3726.669766286746
137,3762.0063773267852
138,3795.7765079091187
139,3829.9647983245773
140,3862.4008963846036
141,3893.80239628236
142,3923.6670628752177
143,3953.2701514673354
144,3982.7170043194806
145,4011.0019606564524
146,4037.536377014298
147,4064.514907318449
148,4089.7744734853063
149,4113.525788065259
150,4135.587639518862
151,4157.143122091086
152,4177.751384615633
153,4195.689704415803
154,4210.425069961743
155,4221.4479966623985
156,4228.678787945636
157,4232.932012462283
158,4232.388339630407
159,4228.759644358603
160,4221.171197090215
161,4210.232025053181
162,4197.1490025973235
163,4181.358682018963
164,4164.053342802601
165,4144.490070498093
166,4120.868646574437
167,4092.265695028545
168,4058.380606619337
169,4019.337074094293
170,3974.498789868144
171,3935.489482591394
172,3890.364360981337
173,3840.8964630288124
174,3788.0816555324354
175,3733.055103220487
176,3677.7690054763953
177,3621.447736262796
178,3564.861958124053
179,3508.516750335167
180,3452.074871091419
181,3395.7698555456936
182,3339.6687423222593
183,3283.852761013844
184,3228.2357426172935
185,3174.064586686698
186,3120.8756067522813
187,3067.9240941264857
188,3015.7727308268945
189,2964.077353684138
190,2913.6544595050646
191,2864.593612197815
192,2818.2960833978013
193,2775.5701167173074
194,2733.792200055512
195,2694.9347099764477
196,2658.481301528513
197,2625.391202454931
198,2595.081449952408
199,2567.9068357552665
200,2544.2333336710435
201,2523.2029405560274
202,2505.23165471896
203,2489.9470854609617
204,2477.5541138029953
205,2467.3834162119324
206,2460.1100445253883
207,2455.9467022590875
208,2454.1127605655347
209,2454.0877730704883
210,2455.778804636896
211,2459.5801904739906
212,2464.7835448210158
213,2472.534602437247
214,2484.693944415324
215,2500.17402739825
216,2520.6139905408436
217,2546.0629135545228
218,2575.214343565622
219,2609.4216928269866
220,2648.3478061435526
221,2692.73273936465
222,2741.978330016945
223,2795.4437398867535
224,2852.0886266138446
225,2911.394259960607
226,2972.5287338052003
227,3034.98291759707
228,3089.318057495996
229,3146.9715303521384
230,3204.0411002387586
231,3259.9624657242657
232,3313.4008614897944
233,3365.342548912836
234,3413.801271789447
235,3459.0444494323815
236,3500.500422239216
237,3538.622816208706
238,3574.4667515778315
239,3606.975575121516
240,3635.778061055474
241,3662.5558809802224
242,3687.168227897574
243,3709.54202313973
244,3731.762571366573
245,3753.8298555901993
246,3776.9280656261835
247,3800.4351713023043
248,3822.969530470784
249,3843.836813598678
250,3863.328137337835
251,3881.4400483356912
252,3897.412771812232
253,3911.666408414082
254,3925.1803706138326
255,3939.9243294310345
256,3956.362298615151
257,3972.1708567081064
258,3983.7082384623095
259,3992.8498837703114
260,4000.185812130436
261,4003.3194128340706
262,4005.6925375476676
263,4008.301590242816
264,4010.55735395281
265,4013.3966906982955
266,4016.1057660618667
267,4016.676635004948
268,4015.0893925978103
269,4010.1850771287554
270,4003.1049836647267
271,3990.9461750096443
272,3974.457299325074
273,3952.3406093501003
274,3924.984169973152
275,3892.4944752256083
276,3854.557932199907
277,3813.5566876796593
278,3770.874186251922
279,3728.0342141330657
280,3682.010052851916
281,3635.9513434837672
282,3592.5931743201118
283,3551.624246795389
284,3515.091442642044
285,3483.3079030286344
286,3457.0178044115532
287,3434.377526344519
288,3413.7375671941736
289,3397.110855900565
290,3384.5019344669195
291,3374.658032216817
292,3367.8503321844405
293,3361.5177523860107
294,3356.498644981994
295,3352.7609965288007
296,3352.2231348723462
297,3355.099716926505
298,3361.2956852567904
299,3369.5979595037015
300,3379.1457013800664
301,3392.1132773168306
302,3406.9789151089735
303,3426.508033903075
304,3448.109388841204
305,3471.427806053137
306,3497.6273824181785
307,3522.5397629145923
308,3547.019359929117
309,3569.7051776412063
310,3591.457323426598
311,3612.953429369051
312,3634.409199022255
313,3658.6209460745304
314,3684.223385454056
315,3710.25329135983
316,3737.9661454515167
317,3764.7407688079916
318,3791.4192509670106
319,3816.4582608744613
320,3840.3902808310777
321,3866.6310926039696
322,3892.695912678113
323,3916.5409005374736
324,3939.20431880653
325,3962.051714191201
326,3982.902008178727
327,4002.784227144376
328,4021.812089578894
329,4039.6457678512397
330,4057.0775009109693
331,4074.129425484741
332,4090.6215819483373
333,4104.061309638674
334,4115.449583401608
335,4126.168757989887
336,4134.505159107945
337,4141.322893319842
338,4147.1227763839315
339,4148.603940264424
340,4147.855602943619
341,4144.226471001337
342,4141.0691262115515
343,4133.837051134147
344,4126.909543022951
345,4120.748544468142
346,4114.175125021119
347,4110.159094405329
348,4108.774716125072
349,4110.834584170018
350,4115.2999729946505
351,4121.343988317571
352,4128.060263981293
353,4134.20195858394
354,4139.5887640874125
355,4145.220172740776
356,4151.262077997692
357,4154.644630032165
358,4153.801063226491
359,4150.521520863889
360,4145.420753770881
361,4138.922255646338
362,4131.606418117262
363,4123.048125171114
364,4114.801991128391
365,4103.561131926035
366,4091.4295476943644
367,4078.884974354612
368,4063.3438015407796
369,4047.0688951660154
370,4029.1239557531285
371,4010.615261444335
372,3990.544241171911
373,3969.933427112401
374,3948.476184979488
375,3924.3071491710625
376,3898.0459336330914
377,3869.3569512662925
378,3839.9557478254446
379,3808.4740485406874
380,3776.014882135749
381,3741.3621437829797
382,3705.908760476694
383,3668.868043274316
384,3632.633801358738
385,3597.9050645478437
386,3564.329334242662
387,3531.0254065111503
388,3499.976244530511
389,3471.350244384657
390,3445.876199662078
391,3422.1887272741574
392,3399.5514950187962
393,3377.693023222273
394,3357.494529002713
395,3337.7766160214
396,3314.9491794806295
397,3289.203891318853
398,3258.422500202337
399,3231.6426899309677
400,3200.272728431882
401,3165.6000501562457
402,3128.2881000675497
403,3090.1271887832086
404,3051.1969190588034
405,3013.7555384396974
406,2976.7469414498864
407,2941.892408070137
408,2906.8967912318462
409,2873.313039468753
410,2841.393817243283
411,2813.629626289123
412,2790.822449244951
413,2771.481870703287
414,2757.1172738447676
415,2746.6681941616994
416,2739.972973946109
417,2736.9638023624707
418,2737.1937623072486
419,2737.988336576479
420,2739.113424134851
421,2741.779954673571
422,2748.2132121769714
423,2755.100007151613
424,2764.84418746177
425,2778.818267863029
426,2795.580203804626
427,2812.5129335962683
428,2829.875161362435
429,2847.9337030044267
430,2865.4462931109274
431,2885.2296252784295
432,2905.22857161559
433,2923.5503515997807
434,2944.5799385454247
435,2963.870239329599
436,2984.119032251516
437,3004.497328133663
438,3025.571810887731
439,3046.412429123721
440,3065.2338360092517
441,3085.055940271544
442,3102.4279432084027
443,3119.256612866435
444,3134.4676024107193
445,3149.9139527561833
446,3164.2371474666306
447,3175.5680386307745
448,3185.3233199472697
449,3197.384642052027
450,3209.7334447594512
451,3221.076976678787
452,3232.440196421154
453,3240.9155467273463
454,3247.2152351030923
455,3252.239587225984
456,3256.6107735728997
457,3257.6712435360655
458,3256.906368719665
459,3255.019452209485
460,3251.7395139853375
461,3246.8367634839406
462,3239.8425796710208
463,3231.630546329256
464,3221.5460328216
465,3210.5236012150417
466,3197.1973600060874
467,3181.000829019154
468,3163.0814602273563
469,3143.045321715695
470,3119.7339437634846
471,3095.6903015883513
472,3070.6679348903444
473,3045.8722165132526
474,3020.5142906558203
475,2995.50575401858
476,2968.312698500081
477,2941.6797820610464
478,2916.1122830568843
479,2893.1349420389074
480,2873.467423048765
481,2854.8636169299825
482,2836.5266058924512
483,2819.3964730919743
484,2803.107878926375
485,2787.654196918021
486,2774.2658901333934
487,2762.3271319913374
488,2753.8497900432635
489,2748.450754439409
490,2745.144176067109
491,2743.7966673700193
492,2742.906033349785
493,2740.728120587011
494,2741.2156962063323
495,2742.3676060565076
496,2744.184301756419
497,2746.6200400150383
498,2752.6008496184245
499,2761.459789129987
