,0
0,498.2002858628946
1,921.224593991423
2,1280.5519469289302
3,1586.753975172151
4,1848.6103791781263
5,2073.4366904291473
6,2265.9875854645443
7,2435.069023909029
8,2580.9742578721475
9,2706.095634298043
10,2813.5047023964325
11,2905.080543890115
12,2982.343559459202
13,3048.4657524638637
14,3102.381031093688
15,3145.76366600448
16,3180.0763766159516
17,3204.409295232689
18,3219.208161792964
19,3223.9601704932575
20,3222.317038798113
21,3216.786412177561
22,3209.350183664108
23,3200.91124135317
24,3190.6761077011884
25,3177.807251082812
26,3162.624632805699
27,3145.898885591777
28,3130.2488908452606
29,3115.5337932642074
30,3101.9188800854586
31,3092.289317322776
32,3086.464168686931
33,3085.5000746846767
34,3086.70741686923
35,3089.664109449397
36,3098.184317065385
37,3109.1485732471338
38,3122.083352776517
39,3136.667375026068
40,3157.7269060318167
41,3177.948156204458
42,3198.1430696705756
43,3218.0150284003616
44,3237.2955143638274
45,3257.899826052447
46,3277.311142173844
47,3298.359180238278
48,3322.3520555132686
49,3349.689093969884
50,3378.3514406219338
51,3408.1476601348036
52,3441.1703224231705
53,3473.9708742681337
54,3505.502415262123
55,3536.393132932268
56,3564.2142614463987
57,3588.418643253692
58,3606.773911948098
59,3617.302179849925
60,3619.8766346136968
61,3614.0349292845954
62,3602.184431943665
63,3583.3765317806915
64,3556.715064517686
65,3527.701341630442
66,3497.387293826998
67,3467.2439491047417
68,3437.647599802264
69,3409.161598201859
70,3380.0034580898678
71,3352.07003740043
72,3326.3174708284673
73,3304.0921541980315
74,3287.0609033249475
75,3272.6024417668386
76,3261.552228524309
77,3257.7221799729923
78,3254.681137392155
79,3255.21254699776
80,3258.9907436845688
81,3266.2960579391083
82,3274.2866874733845
83,3283.5026061412964
84,3295.276201057213
85,3308.6438394105967
86,3321.201966115712
87,3331.7418306808568
88,3343.016087791303
89,3348.2021780775403
90,3349.2956204754587
91,3348.7367398515717
92,3346.0059336065856
93,3344.040071780384
94,3343.1098196958214
95,3344.223138119387
96,3348.328865788288
97,3352.87270011593
98,3359.411875978637
99,3368.909596434944
100,3377.750224353898
101,3386.431388809441
102,3395.760123126897
103,3402.058639358403
104,3407.0286912158717
105,3410.0915219646204
106,3411.0753177625347
107,3410.4552275406386
108,3409.1186837226487
109,3407.453705849212
110,3409.566101466803
111,3416.197497522464
112,3428.0638722131625
113,3446.074177225148
114,3461.7431425855752
115,3483.7030573461157
116,3512.233822113989
117,3548.0238893198716
118,3590.194691076148
119,3637.8402217793014
120,3691.51190786992
121,3750.103473300244
122,3810.098181384316
123,3870.406298242327
124,3930.576042789058
125,3989.4986604861474
126,4048.7472347374633
127,4108.517642069759
128,4169.472619552988
129,4227.719144931941
130,4282.1917693701425
131,4335.854677677895
132,4388.6248306343405
133,4440.023134121424
134,4489.971172948217
135,4540.929708041265
136,4589.263946274655
137,4635.862898587443
138,4680.143958360131
139,4724.254068213926
140,4765.561178716671
141,4805.287875241332
142,4842.843259016609
143,4879.829880700925
144,4916.7675992238255
145,4952.4990158947285
146,4986.309847770406
147,5020.790326347035
148,5052.9845841005845
149,5083.127235181802
150,5111.093637780759
151,5138.216270823014
152,5163.877462379621
153,5186.123314955385
154,5204.451438393779
155,5218.033987569546
156,5226.601517327391
157,5231.116739322862
158,5229.55391217988
159,5223.7348330238565
160,5212.70179747079
161,5197.6099337929245
162,5180.011130995164
163,5159.063265976578
164,5136.223244973992
165,5110.548573769732
166,5079.938895216577
167,5043.340984766727
168,5000.221617791376
169,4950.620526237396
170,4893.484175587212
171,4843.775550521552
172,4786.305648383316
173,4723.27762108627
174,4655.9020512276575
175,4585.599317423762
176,4515.121172442786
177,4443.475867995805
178,4371.70042902633
179,4300.504929458812
180,4229.545092995404
181,4158.720008471715
182,4088.140258370725
183,4018.172647481678
184,3948.8154935887856
185,3881.5037765061493
186,3815.6756057388125
187,3750.7247967211397
188,3686.8617301381655
189,3623.240254957876
190,3560.987852520608
191,3500.5316474801975
192,3443.8733832668163
193,3391.8716718813266
194,3341.4863629172205
195,3294.961448590318
196,3251.113374794863
197,3211.0470693716175
198,3174.198024284745
199,3140.947699686988
200,3112.0427372833938
201,3086.535952987406
202,3065.0304966119247
203,3047.2201128163542
204,3033.1967596130426
205,3022.0629108456387
206,3014.7418338457364
